Year,Annual Change HDI,Annual Change Covid-19-Adjusted HDI
1991,0.003
1992,0.001
1993,0.006
1994,0.004
1995,0.005
1996,0.005
1997,0.002
1998,0.007
1999,0.005
2000,0.005
2001,0.005
2002,0.005
2003,0.005
2004,0.006
2005,0.006
2006,0.007
2007,0.007
2008,0.005
2009,0.003
2010,0.006
2011,0.006
2012,0.005
2013,0.005
2014,0.005
2015,0.004
2016,0.003
2017,0.005
2018,0.002
2019,0.003
2020,,-0.026
